TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2021,11,4,8,36,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,12,10,55,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,12,12,17,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,12,14,33,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,14,9,12,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,14,9,23,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,15,8,48,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,16,15,27,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,16,16,36,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,17,19,22,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,22,20,58,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,23,17,43,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,24,15,2,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,24,15,17,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,25,16,45,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,25,17,27,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,27,10,48,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,27,10,57,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,28,10,48,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,1,8,0,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,1,13,34,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,1,16,14,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,2,12,0,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,3,8,38,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,6,15,42,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,6,18,11,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,7,7,9,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,7,7,49,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,7,12,37,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,8,13,52,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,8,18,53,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,8,21,1,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,9,16,57,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,10,8,5,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,12,11,45,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,13,7,40,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,17,18,45,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,28,7,50,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,28,10,40,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,12,29,16,42,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,7,24,20,50,23XX CAMBIE ST,Mount Pleasant,491655.5625,5456835.837
Other Theft,2021,11,26,13,5,23XX CAMBIE ST,Mount Pleasant,491655.5625,5456835.837
Other Theft,2021,12,7,17,0,23XX CAMBIE ST,Mount Pleasant,491655.5625,5456835.837
Other Theft,2021,8,6,8,45,23XX CAMBIE ST,Mount Pleasant,491655.5864,5456837.662
Other Theft,2021,3,4,11,33,23XX CAMBIE ST,Mount Pleasant,491655.7058,5456846.789
Other Theft,2021,3,22,13,29,23XX CAMBIE ST,Mount Pleasant,491655.7058,5456846.789
Other Theft,2021,6,3,10,56,23XX CAMBIE ST,Mount Pleasant,491655.7058,5456846.789
Other Theft,2021,12,17,16,0,23XX CAMBIE ST,Mount Pleasant,491656.0695,5456874.614
Other Theft,2021,5,5,11,10,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.552
Other Theft,2021,5,13,18,12,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.552
Other Theft,2021,7,18,21,20,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.552
Other Theft,2021,8,11,16,0,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.552
Other Theft,2021,8,29,10,29,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.552
Other Theft,2021,9,13,9,0,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.552
Other Theft,2021,8,8,20,19,23XX CAMBIE ST,Mount Pleasant,491656.4429,5456903.213
Other Theft,2021,7,18,13,45,23XX CAMBIE ST,Mount Pleasant,491656.5178,5456908.854
Other Theft,2021,9,8,21,0,23XX CHARLES ST,Grandview-Woodland,495822.2855,5457792.425
Other Theft,2021,3,25,15,1,23XX COMMERCIAL DR,Grandview-Woodland,494929.294,5456822.65
Other Theft,2021,10,10,14,0,23XX COMMERCIAL DR,Grandview-Woodland,494928.4765,5456771.171
Other Theft,2021,7,4,4,30,23XX CORNWALL AVE,Kitsilano,488538.5553,5457779.504
Other Theft,2021,4,4,3,23,23XX DUNBAR ST,Kitsilano,486637.2618,5457014.395
Other Theft,2021,7,7,14,40,23XX E 1ST AVE,Grandview-Woodland,495879.0823,5457402.416
Other Theft,2021,8,20,22,50,23XX E 33RD AVE,Renfrew-Collingwood,495790.9785,5454109.246
Other Theft,2021,2,1,9,0,23XX E 34TH AVE,Renfrew-Collingwood,495738.9042,5454011.733
Other Theft,2021,2,10,9,0,23XX E 34TH AVE,Renfrew-Collingwood,495738.9042,5454011.733
Other Theft,2021,12,15,9,0,23XX E 34TH AVE,Renfrew-Collingwood,495738.9042,5454011.733
Other Theft,2021,1,22,14,39,23XX E 38TH AVE,Renfrew-Collingwood,495812.0506,5453684.772
Other Theft,2021,12,13,13,40,23XX E 39TH AVE,Renfrew-Collingwood,495758.4841,5453572.518
Other Theft,2021,10,12,17,0,23XX E 46TH AVE,Victoria-Fraserview,495800.4307,5452852.352
Other Theft,2021,7,31,15,50,23XX E HASTINGS ST,Grandview-Woodland,495801.5476,5458709.97
Other Theft,2021,10,20,17,0,23XX E HASTINGS ST,Grandview-Woodland,495801.5476,5458709.97
Other Theft,2021,5,3,16,26,23XX E HASTINGS ST,Grandview-Woodland,495803.3054,5458719.109
Other Theft,2021,4,7,19,0,23XX E HASTINGS ST,Grandview-Woodland,495820.598,5458719.055
Other Theft,2021,12,18,19,41,23XX E HASTINGS ST,Grandview-Woodland,495845,5458718.979
Other Theft,2021,11,3,17,0,23XX E PENDER ST,Grandview-Woodland,495817.2658,5458614.943
Other Theft,2021,1,14,13,5,23XX KINGSWAY AVE,Renfrew-Collingwood,495843.2102,5454288.476
Other Theft,2021,8,20,14,32,23XX KINGSWAY AVE,Renfrew-Collingwood,495843.2102,5454288.476
Other Theft,2021,12,5,13,0,23XX MAIN ST,Mount Pleasant,492646.5317,5456827.432
Other Theft,2021,7,9,18,0,23XX MCLEAN DR,Grandview-Woodland,494497.3652,5456766.592
Other Theft,2021,5,21,10,0,23XX SCOTIA ST,Mount Pleasant,492799.3894,5456847.988
Other Theft,2021,8,19,12,55,23XX SCOTIA ST,Mount Pleasant,492799.3894,5456847.988
Other Theft,2021,8,9,15,39,23XX SPRUCE ST,Fairview,490623.0694,5456918.366
Other Theft,2021,10,28,10,56,23XX SPRUCE ST,Fairview,490623.0694,5456918.366
Other Theft,2021,8,10,17,20,23XX STANLEY PARK DR,Stanley Park,491230.5828,5460768.133
Other Theft,2021,10,31,14,45,23XX W 10TH AVE,Kitsilano,488376.8971,5456698.155
Other Theft,2021,12,18,13,26,23XX W 21ST AVE,Arbutus Ridge,488383.8433,5455654.82
Other Theft,2021,7,18,13,18,23XX W 22ND AVE,Arbutus Ridge,488454.3519,5455561.125
Other Theft,2021,6,26,12,30,23XX W 3RD AVE,Kitsilano,488435.2487,5457389.331
Other Theft,2021,2,24,18,10,23XX W 41ST AVE,Arbutus Ridge,488349.8804,5453558.693
Other Theft,2021,1,23,16,30,23XX W 41ST AVE,Arbutus Ridge,488362.1848,5453558.351
Other Theft,2021,2,2,15,10,23XX W 41ST AVE,Arbutus Ridge,488362.1848,5453558.351
Other Theft,2021,2,27,8,52,23XX W 41ST AVE,Arbutus Ridge,488362.1848,5453558.351
Other Theft,2021,4,6,8,0,23XX W 41ST AVE,Arbutus Ridge,488362.1848,5453558.351
Other Theft,2021,6,14,19,15,23XX W 41ST AVE,Arbutus Ridge,488362.1848,5453558.351
Other Theft,2021,11,1,9,20,23XX W 41ST AVE,Arbutus Ridge,488362.1848,5453558.351
Other Theft,2021,2,15,18,39,23XX W 4TH AVE,Kitsilano,488511.6253,5457287.335
Other Theft,2021,2,25,15,36,23XX W 4TH AVE,Kitsilano,488511.6253,5457287.335
Other Theft,2021,6,4,16,54,23XX W 4TH AVE,Kitsilano,488511.6253,5457287.335
Other Theft,2021,6,5,21,24,23XX W 4TH AVE,Kitsilano,488511.6253,5457287.335
Other Theft,2021,7,12,16,5,23XX W 4TH AVE,Kitsilano,488511.6253,5457287.335
Other Theft,2021,7,16,11,43,23XX W 4TH AVE,Kitsilano,488511.6253,5457287.335
Other Theft,2021,8,18,13,50,23XX W 4TH AVE,Kitsilano,488511.6253,5457287.335
Other Theft,2021,10,29,16,49,23XX W 4TH AVE,Kitsilano,488511.6253,5457287.335
Other Theft,2021,2,3,8,19,23XX W 4TH AVE,Kitsilano,488530.008,5457277.382
Other Theft,2021,2,5,13,5,23XX W 4TH AVE,Kitsilano,488530.008,5457277.382
Other Theft,2021,6,4,11,50,23XX W 4TH AVE,Kitsilano,488530.008,5457277.382
Other Theft,2021,6,12,9,23,23XX W 4TH AVE,Kitsilano,488530.008,5457277.382
Other Theft,2021,9,1,17,0,23XX W 4TH AVE,Kitsilano,488530.008,5457277.382
Other Theft,2021,10,27,21,30,23XX W 4TH AVE,Kitsilano,488530.008,5457277.382
Other Theft,2021,12,14,11,6,23XX W 4TH AVE,Kitsilano,488530.008,5457277.382
Other Theft,2021,6,13,23,0,23XX W 5TH AVE,Kitsilano,488506.7663,5457183.451
Other Theft,2021,11,3,20,0,23XX W 8TH AVE,Kitsilano,488519.6555,5456902.216
Other Theft,2021,12,14,23,0,23XX WALL ST,Grandview-Woodland,495812.2538,5459730.776
Other Theft,2021,7,17,18,34,23XX YORK AVE,Kitsilano,488486.0145,5457672.797
Other Theft,2021,2,8,17,19,24XX BALSAM ST,Kitsilano,488362.9663,5456817.102
Other Theft,2021,2,16,8,34,24XX BROCK ST,Renfrew-Collingwood,495942.7225,5454556.466
Other Theft,2021,2,15,9,0,24XX BROCK ST,Renfrew-Collingwood,495954.8702,5454556.33
Other Theft,2021,5,13,12,9,24XX E 1ST AVE,Hastings-Sunrise,495905.146,5457428.579
Other Theft,2021,6,26,14,15,24XX E 1ST AVE,Hastings-Sunrise,495905.146,5457428.579
Other Theft,2021,9,8,10,52,24XX E 1ST AVE,Hastings-Sunrise,495905.146,5457428.579
Other Theft,2021,10,16,22,30,24XX E 1ST AVE,Hastings-Sunrise,495905.146,5457428.579
Other Theft,2021,10,28,9,2,24XX E 1ST AVE,Hastings-Sunrise,495905.146,5457428.579
Other Theft,2021,1,2,15,36,24XX E 1ST AVE,Hastings-Sunrise,495907.1589,5457428.669
Other Theft,2021,3,8,8,30,24XX E 1ST AVE,Hastings-Sunrise,495907.1589,5457428.669
Other Theft,2021,9,14,8,22,24XX E 21ST AVE,Renfrew-Collingwood,495969.4178,5455424.137
Other Theft,2021,9,22,15,0,24XX E 22ND AVE,Renfrew-Collingwood,495923.6441,5455313.632
Other Theft,2021,1,23,12,0,24XX E 2ND AVE,Hastings-Sunrise,495893.665,5457314.779
Other Theft,2021,12,16,21,0,24XX E 3RD AVE,Hastings-Sunrise,495970.2285,5457208.254
Other Theft,2021,4,7,13,54,24XX E 45TH AVE,Victoria-Fraserview,495901.7055,5452952.655
Other Theft,2021,4,15,12,33,24XX E 51ST AVE,Victoria-Fraserview,495826.9298,5452199.83
Other Theft,2021,9,5,21,30,24XX E HASTINGS ST,Hastings-Sunrise,495897.2912,5458709.678
Other Theft,2021,2,16,12,39,24XX E HASTINGS ST,Hastings-Sunrise,495900.0293,5458709.672
Other Theft,2021,8,3,11,15,24XX E HASTINGS ST,Hastings-Sunrise,495905.5052,5458709.658
Other Theft,2021,10,9,20,30,24XX E HASTINGS ST,Hastings-Sunrise,495933.9919,5458709.589
Other Theft,2021,10,18,17,39,24XX E HASTINGS ST,Hastings-Sunrise,495933.9919,5458709.589
Other Theft,2021,8,8,12,20,24XX E HASTINGS ST,Hastings-Sunrise,495944.4778,5458709.563
Other Theft,2021,12,22,1,0,24XX E HASTINGS ST,Hastings-Sunrise,495984.9296,5458718.608
Other Theft,2021,8,24,1,0,24XX E HASTINGS ST,Hastings-Sunrise,495986.4438,5458718.604
Other Theft,2021,12,4,21,0,24XX E HASTINGS ST,Hastings-Sunrise,496017.7631,5458709.383
Other Theft,2021,6,26,12,0,24XX GALT ST,Renfrew-Collingwood,495895.4989,5454380.73
Other Theft,2021,7,31,15,7,24XX GRANVILLE ST,Fairview,489916.0733,5456840.982
Other Theft,2021,11,1,4,40,24XX HARRISON DR,Victoria-Fraserview,495875.194,5450939.298
Other Theft,2021,8,17,5,0,24XX HEATHER ST,Fairview,491276.8231,5456822.355
Other Theft,2021,3,9,5,10,24XX KINGSWAY AVE,Renfrew-Collingwood,495912.3622,5454240.435
Other Theft,2021,12,12,21,0,24XX KINGSWAY AVE,Renfrew-Collingwood,495958.4128,5454219.578
Other Theft,2021,12,14,15,0,24XX KINGSWAY AVE,Renfrew-Collingwood,495958.4128,5454219.578
Other Theft,2021,6,21,17,0,24XX MAIN ST,Mount Pleasant,492644.763,5456752.025
Other Theft,2021,6,7,13,40,24XX MAIN ST,Mount Pleasant,492645.0613,5456769.596
Other Theft,2021,6,15,17,27,24XX MAIN ST,Mount Pleasant,492645.0613,5456769.596
Other Theft,2021,2,25,13,47,24XX MAIN ST,Mount Pleasant,492645.0897,5456771.26
Other Theft,2021,1,15,17,58,24XX MAIN ST,Mount Pleasant,492664.592,5456700.894
Other Theft,2021,9,25,13,0,24XX NANAIMO ST,Grandview-Woodland,495878.0607,5456604.308
Other Theft,2021,4,16,20,39,24XX NANAIMO ST,Grandview-Woodland,495879.0014,5456665.584
Other Theft,2021,6,19,12,0,24XX RUPERT ST,Hastings-Sunrise,497555.6948,5456660.763
Other Theft,2021,10,1,21,0,24XX ST CATHERINES ST,Mount Pleasant,493794.096,5456714.138
Other Theft,2021,10,4,20,0,24XX ST CATHERINES ST,Mount Pleasant,493794.096,5456714.138
Other Theft,2021,4,24,23,7,24XX STEPHENS ST,Kitsilano,487892.1323,5456835.155
Other Theft,2021,11,9,14,15,24XX TRAFALGAR ST,Kitsilano,488026.291,5456859.13
Other Theft,2021,1,18,23,0,24XX TRIUMPH ST,Hastings-Sunrise,495918.1234,5459013.692
Other Theft,2021,7,4,14,40,24XX VINE ST,Kitsilano,488535.4558,5456824.523
Other Theft,2021,6,15,15,0,24XX W 41ST AVE,Kerrisdale,488221.9023,5453552.576
Other Theft,2021,9,15,10,21,24XX W 41ST AVE,Arbutus Ridge,488222.0122,5453561.72
Other Theft,2021,5,5,14,0,24XX YUKON ST,Mount Pleasant,491791.6905,5456758.771
Other Theft,2021,7,12,19,52,25XX ADANAC ST,Hastings-Sunrise,496084.2329,5458298.479
Other Theft,2021,2,10,5,48,25XX ADANAC ST,Hastings-Sunrise,496196.6405,5458298.479
Other Theft,2021,6,29,14,43,25XX ADANAC ST,Hastings-Sunrise,496196.6405,5458298.479
Other Theft,2021,1,18,4,53,25XX BROCK ST,Renfrew-Collingwood,496040.8987,5454546.22
Other Theft,2021,3,27,13,30,25XX BURRARD ST,Kitsilano,489390.3379,5456765.117
Other Theft,2021,8,12,17,0,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494915.9339,5456528.244
Other Theft,2021,4,16,19,20,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494925.1603,5456533.627
Other Theft,2021,4,17,15,11,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494925.1603,5456533.627
Other Theft,2021,12,29,17,20,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494925.2178,5456537.421
Other Theft,2021,9,14,12,30,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494926.1664,5456600.019
Other Theft,2021,2,22,17,15,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494926.3964,5456615.194
Other Theft,2021,7,23,13,10,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494926.3964,5456615.194
Other Theft,2021,7,27,9,0,25XX CORNWALL AVE,Kitsilano,488168.5376,5457788.549
Other Theft,2021,2,18,22,0,25XX DUNDAS ST,Hastings-Sunrise,496203.7726,5459110.89
Other Theft,2021,11,16,2,51,25XX E 23RD AVE,Renfrew-Collingwood,496159.8431,5455221.937
Other Theft,2021,1,29,13,29,25XX E 24TH AVE,Renfrew-Collingwood,496085.615,5455113.291
Other Theft,2021,4,26,13,45,25XX E 2ND AVE,Hastings-Sunrise,496033.252,5457299.467
Other Theft,2021,12,15,18,6,25XX E HASTINGS ST,Hastings-Sunrise,496092.0014,5458718.323
Other Theft,2021,1,26,8,43,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.058
Other Theft,2021,4,19,18,17,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.058
Other Theft,2021,5,11,19,23,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.058
Other Theft,2021,9,18,12,50,25XX GARDEN DR,Kensington-Cedar Cottage,495772.0035,5456555.849
Other Theft,2021,8,31,18,59,25XX GRANVILLE ST,Fairview,489914.2992,5456760.411
Other Theft,2021,11,30,20,2,25XX GRANVILLE ST,Fairview,489914.2992,5456760.411
Other Theft,2021,1,12,15,28,25XX GRANVILLE ST,Fairview,489914.3235,5456758.469
Other Theft,2021,3,30,16,13,25XX GRANVILLE ST,Fairview,489914.3235,5456758.469
Other Theft,2021,9,14,13,12,25XX GRANVILLE ST,Fairview,489914.3235,5456758.469
Other Theft,2021,5,19,12,56,25XX GRANVILLE ST,Fairview,489924.2873,5456693.609
Other Theft,2021,1,8,0,43,25XX GRAVELEY ST,Hastings-Sunrise,496082.9027,5457524.497
Other Theft,2021,1,6,2,40,25XX HEMLOCK ST,Fairview,490093.4587,5456745.02
Other Theft,2021,3,22,0,35,25XX HEMLOCK ST,Fairview,490093.4587,5456745.02
Other Theft,2021,4,1,9,17,25XX HEMLOCK ST,Fairview,490093.4587,5456745.02
Other Theft,2021,7,20,9,45,25XX HEMLOCK ST,Fairview,490093.4587,5456745.02
Other Theft,2021,10,31,21,27,25XX HEMLOCK ST,Fairview,490093.4587,5456745.02
Other Theft,2021,4,12,3,15,25XX KINGSWAY AVE,Renfrew-Collingwood,496015.1023,5454169.059
Other Theft,2021,11,21,15,40,25XX KINGSWAY AVE,Renfrew-Collingwood,496085.926,5454129.03
Other Theft,2021,4,9,21,0,25XX MACKENZIE ST,Kitsilano,487620.0398,5456801.444
Other Theft,2021,7,19,17,0,25XX MAIN ST,Mount Pleasant,492648.1392,5456618.613
Other Theft,2021,10,13,13,14,25XX MAIN ST,Mount Pleasant,492648.3318,5456624.489
Other Theft,2021,4,19,12,42,25XX MANITOBA ST,Mount Pleasant,492229.1252,5456611.996
Other Theft,2021,10,5,15,38,25XX MAPLE ST,Kitsilano,489042.2959,5456779.704
Other Theft,2021,4,12,0,1,25XX MAPLE ST,Kitsilano,489050.9345,5456757.985
Other Theft,2021,7,20,3,34,25XX ONTARIO ST,Mount Pleasant,492373.3555,5456696.591
Other Theft,2021,1,10,9,7,25XX QUEBEC ST,Mount Pleasant,492513.0594,5456681.156
Other Theft,2021,11,22,0,0,25XX SPRUCE ST,Fairview,490616.8997,5456674.484
Other Theft,2021,6,14,17,23,25XX ST GEORGE ST,Mount Pleasant,493227.9535,5456559.157
Other Theft,2021,7,23,15,0,25XX STEPHENS ST,Kitsilano,487884.5145,5456796.958
Other Theft,2021,11,13,20,0,25XX VENABLES ST,Hastings-Sunrise,496040.2589,5458205.214
Other Theft,2021,7,17,16,7,25XX VENABLES ST,Hastings-Sunrise,496114.7848,5458214.28
Other Theft,2021,10,29,11,29,25XX VICTORIA DR,Kensington-Cedar Cottage,495208.0525,5456550.978
Other Theft,2021,2,2,3,45,25XX W 15TH AVE,Kitsilano,488108.0863,5456195.439
Other Theft,2021,8,26,9,40,25XX W 41ST AVE,Kerrisdale,488142.6864,5453553.601
Other Theft,2021,8,31,21,0,25XX W 7TH AVE,Kitsilano,488113.9471,5457014.692
Other Theft,2021,2,22,10,28,25XX WALLACE CRES,West Point Grey,486055.8017,5456834.795
Other Theft,2021,3,20,21,0,25XX WALLACE CRES,West Point Grey,486079.2139,5456821.758
Other Theft,2021,1,4,14,3,25XX WALLACE CRES,West Point Grey,486105.4018,5456802.383
Other Theft,2021,7,5,14,0,25XX WATSON ST,Mount Pleasant,492707.759,5456674.903
Other Theft,2021,6,13,15,0,26XX ARBUTUS ST,Kitsilano,488864.3203,5456632.962
Other Theft,2021,5,22,20,7,26XX ARBUTUS ST,Kitsilano,488873.9511,5456655.444
Other Theft,2021,9,26,20,0,26XX BALACLAVA ST,Kitsilano,487333.9643,5456678.997
Other Theft,2021,6,14,10,5,26XX BALACLAVA ST,Kitsilano,487343.1064,5456678.55
Other Theft,2021,10,12,1,48,26XX CAMBIE ST,Fairview,491629.6949,5456595.267
Other Theft,2021,8,5,9,0,26XX CAMBIE ST,Fairview,491630.1235,5456608.88
Other Theft,2021,7,2,22,23,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494915.5174,5456492.519
Other Theft,2021,6,11,7,19,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494915.7131,5456511.917
Other Theft,2021,12,6,23,56,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494915.7131,5456511.917
Other Theft,2021,5,15,15,24,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494924.7979,5456506.005
Other Theft,2021,4,21,13,30,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494924.8566,5456511.825
Other Theft,2021,8,8,0,0,26XX CRANBERRY DR,Kitsilano,488808.5256,5456631.19
Other Theft,2021,9,13,9,39,26XX CRANBERRY DR,Kitsilano,488808.5256,5456631.19
Other Theft,2021,4,2,2,0,26XX DUKE ST,Renfrew-Collingwood,496266.5063,5454107.723
Other Theft,2021,11,18,16,30,26XX DUNDAS ST,Hastings-Sunrise,496229.8807,5459120.063
Other Theft,2021,3,29,14,25,26XX E 1ST AVE,Hastings-Sunrise,496301.3519,5457400.39
Other Theft,2021,6,23,10,48,26XX E 24TH AVE,Renfrew-Collingwood,496207.9915,5455113.507
Other Theft,2021,7,28,2,51,26XX E 43RD AVE,Victoria-Fraserview,496137.2607,5453119.856
Other Theft,2021,12,28,19,15,26XX E 49TH AVE,Victoria-Fraserview,496027.6201,5452452.621
Other Theft,2021,2,6,8,9,26XX E 49TH AVE,Victoria-Fraserview,496030.7187,5452452.588
Other Theft,2021,5,31,9,13,26XX E 49TH AVE,Victoria-Fraserview,496041.1775,5452452.476
Other Theft,2021,12,5,10,25,26XX E 49TH AVE,Victoria-Fraserview,496089.5203,5452451.956
Other Theft,2021,8,10,11,0,26XX E BROADWAY AVE,Hastings-Sunrise,496266.9538,5456588.319
Other Theft,2021,9,8,23,10,26XX E BROADWAY AVE,Hastings-Sunrise,496266.9538,5456588.319
Other Theft,2021,4,30,14,56,26XX E HASTINGS ST,Hastings-Sunrise,496232.9832,5458708.783
Other Theft,2021,6,12,14,30,26XX E HASTINGS ST,Hastings-Sunrise,496264.7051,5458708.695
Other Theft,2021,12,16,14,45,26XX E HASTINGS ST,Hastings-Sunrise,496273.4778,5458708.671
Other Theft,2021,4,4,10,0,26XX E HASTINGS ST,Hastings-Sunrise,496395.1423,5458717.48
Other Theft,2021,4,8,12,0,26XX E HASTINGS ST,Hastings-Sunrise,496395.1423,5458717.48
Other Theft,2021,7,2,11,45,26XX GRANVILLE ST,Fairview,489913.2136,5456564.023
Other Theft,2021,7,3,16,40,26XX GRANVILLE ST,Fairview,489913.3037,5456567.815
Other Theft,2021,10,10,16,45,26XX GRANVILLE ST,Fairview,489914.9051,5456635.237
Other Theft,2021,11,5,11,2,26XX GRANVILLE ST,Fairview,489923.2467,5456601.351
Other Theft,2021,2,24,21,57,26XX GRANVILLE ST,Fairview,489923.2557,5456601.73
Other Theft,2021,4,4,19,25,26XX GRANVILLE ST,Fairview,489923.2557,5456601.73
Other Theft,2021,7,8,22,40,26XX GRANVILLE ST,Fairview,489923.2557,5456601.73
Other Theft,2021,3,12,15,30,26XX KINGSWAY AVE,Renfrew-Collingwood,496285.234,5453987.84
Other Theft,2021,10,17,19,30,26XX MAIN ST,Mount Pleasant,492644.9733,5456539.673
Other Theft,2021,6,20,10,30,26XX MCGILL ST,Hastings-Sunrise,496301.8547,5459548.298
Other Theft,2021,12,10,12,0,26XX MCGILL ST,Hastings-Sunrise,496327.5094,5459557.39
Other Theft,2021,4,14,19,0,26XX POINT GREY RD,Kitsilano,488013.767,5457789.863
Other Theft,2021,1,12,11,54,26XX PRINCE ALBERT ST,Mount Pleasant,493660.4398,5456479.673
Other Theft,2021,3,30,11,0,26XX RENFREW ST,Renfrew-Collingwood,496768.7815,5456385.098
Other Theft,2021,4,7,4,0,26XX RUPERT ST,Renfrew-Collingwood,497554.0603,5456390.982
Other Theft,2021,8,8,16,0,26XX RUPERT ST,Renfrew-Collingwood,497554.0603,5456390.982
Other Theft,2021,2,11,13,38,26XX RUPERT ST,Renfrew-Collingwood,497554.6183,5456431.244
Other Theft,2021,11,6,13,30,26XX SLOCAN ST,Renfrew-Collingwood,496397.9981,5456401.867
Other Theft,2021,12,20,19,2,26XX W 16TH AVE,Kitsilano,487966.9065,5456119.533
Other Theft,2021,7,8,0,9,26XX W 34TH AVE,Arbutus Ridge,488029.5097,5454300.591
